run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,1257.89,1722.04,1523.92,1450476827,1450476929,200.19.151.143,2015-12-18 22:15:30 2015 UTC,2,100000,10,10000,0,0,32174,5320,26852,8,2,35,1,OpenDaylight,8307,8329
1,1461.10,1759.20,1620.92,1450476953,1450477056,200.19.151.143,2015-12-18 22:17:37 2015 UTC,2,100000,10,10000,0,0,32174,6081,26098,8,1,29,1,OpenDaylight,8334,8358
2,1601.50,1785.14,1696.59,1450477083,1450477186,200.19.151.143,2015-12-18 22:19:47 2015 UTC,2,100000,10,10000,0,0,32174,6105,26067,8,1,38,1,OpenDaylight,8364,8388
3,1180.20,1329.09,1242.48,1450477220,1450477324,200.19.151.143,2015-12-18 22:22:05 2015 UTC,2,100000,10,10000,0,0,32174,6107,26066,8,1,03,1,OpenDaylight,8397,8425
4,1406.46,1794.10,1669.74,1450477359,1450477463,200.19.151.143,2015-12-18 22:24:24 2015 UTC,2,100000,10,10000,0,0,32174,6151,26021,8,1,44,1,OpenDaylight,8433,8456
5,1254.99,1949.27,1808.20,1450477508,1450477612,200.19.151.143,2015-12-18 22:26:53 2015 UTC,2,100000,10,10000,0,0,32174,6154,26018,8,1,68,1,OpenDaylight,8471,8496
6,1523.60,2307.27,1819.50,1450477637,1450477739,200.19.151.143,2015-12-18 22:29:00 2015 UTC,2,100000,10,10000,0,0,32174,6191,25981,8,1,70,1,OpenDaylight,8501,8523
7,1587.83,2114.16,1913.50,1450477759,1450477862,200.19.151.143,2015-12-18 22:31:02 2015 UTC,2,100000,10,10000,0,0,32174,6230,25943,8,1,53,1,OpenDaylight,8528,8549
8,1880.09,2176.98,1966.15,1450477888,1450477991,200.19.151.143,2015-12-18 22:33:11 2015 UTC,2,100000,10,10000,0,0,32174,6239,25935,8,1,02,1,OpenDaylight,8554,8578
9,1755.10,2032.26,1921.82,1450478020,1450478123,200.19.151.143,2015-12-18 22:35:24 2015 UTC,2,100000,10,10000,0,0,32174,6250,25921,8,0,68,1,OpenDaylight,8586,8608
