run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,1245.16,2456.56,2192.00,1450472729,1450472833,200.19.151.143,2015-12-18 21:07:14 2015 UTC,4,100000,10,10000,0,0,32174,5512,26660,8,2,25,1,OpenDaylight,7434,7454
1,2172.84,2619.68,2340.54,1450472888,1450472993,200.19.151.143,2015-12-18 21:09:54 2015 UTC,4,100000,10,10000,0,0,32174,5517,26656,8,3,22,2,OpenDaylight,7467,7489
2,1987.37,3289.49,2351.39,1450473016,1450473119,200.19.151.143,2015-12-18 21:11:59 2015 UTC,4,100000,10,10000,0,0,32174,5517,26657,8,3,72,2,OpenDaylight,7494,7516
3,2139.59,3077.36,2358.98,1450473136,1450473239,200.19.151.143,2015-12-18 21:13:59 2015 UTC,4,100000,10,10000,0,0,32174,5517,26656,8,4,93,3,OpenDaylight,7519,7541
4,1754.27,3099.76,2255.70,1450473264,1450473368,200.19.151.143,2015-12-18 21:16:08 2015 UTC,4,100000,10,10000,0,0,32174,5519,26653,8,4,19,3,OpenDaylight,7546,7572
5,1868.99,3047.07,2238.84,1450473401,1450473505,200.19.151.143,2015-12-18 21:18:25 2015 UTC,4,100000,10,10000,0,0,32174,5520,26652,8,3,62,3,OpenDaylight,7580,7606
6,1329.75,2485.07,2140.59,1450473539,1450473643,200.19.151.143,2015-12-18 21:20:44 2015 UTC,4,100000,10,10000,0,0,32174,5521,26652,8,3,85,3,OpenDaylight,7614,7637
7,1425.29,2255.82,2091.36,1450473688,1450473793,200.19.151.143,2015-12-18 21:23:14 2015 UTC,4,100000,10,10000,0,0,32174,5523,26650,8,3,70,3,OpenDaylight,7647,7670
8,1954.94,2261.04,2155.10,1450473834,1450473937,200.19.151.143,2015-12-18 21:25:37 2015 UTC,4,100000,10,10000,0,0,32174,5746,26464,8,5,11,4,OpenDaylight,7678,7697
9,1852.92,2667.55,2270.09,1450473951,1450474053,200.19.151.143,2015-12-18 21:27:33 2015 UTC,4,100000,10,10000,0,0,32174,5546,26627,8,2,03,3,OpenDaylight,7700,7724
