run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,20824.61,31879.63,23791.26,1450486701,1450486805,200.19.151.143,2015-12-19 01:00:05 2015 UTC,8,100000,10,10000,0,0,32174,5426,26746,8,16,16,8,OpenDaylight,9715,9722
1,16695.45,30597.80,22714.14,1450486826,1450486930,200.19.151.143,2015-12-19 01:02:10 2015 UTC,8,100000,10,10000,0,0,32174,5444,26728,8,16,11,11,OpenDaylight,9723,9728
2,19409.65,33432.35,24161.80,1450486957,1450487061,200.19.151.143,2015-12-19 01:04:21 2015 UTC,8,100000,10,10000,0,0,32174,5461,26714,8,14,14,12,OpenDaylight,9741,9746
3,10724.63,29147.49,21067.08,1450487092,1450487196,200.19.151.143,2015-12-19 01:06:36 2015 UTC,8,100000,10,10000,0,0,32174,5467,26707,8,13,40,13,OpenDaylight,9749,9756
4,17012.07,27729.48,20833.57,1450487231,1450487336,200.19.151.143,2015-12-19 01:08:57 2015 UTC,8,100000,10,10000,0,0,32174,5485,26686,8,13,28,13,OpenDaylight,9758,9769
5,17234.47,27403.83,22412.90,1450487376,1450487482,200.19.151.143,2015-12-19 01:11:22 2015 UTC,8,100000,10,10000,0,0,32174,5502,26672,8,15,43,14,OpenDaylight,9772,9777
6,17138.19,27512.36,19975.48,1450487526,1450487629,200.19.151.143,2015-12-19 01:13:49 2015 UTC,8,100000,10,10000,0,0,32174,5513,26660,8,16,01,14,OpenDaylight,9783,9788
7,16685.38,23146.12,19808.04,1450487644,1450487747,200.19.151.143,2015-12-19 01:15:47 2015 UTC,8,100000,10,10000,0,0,32174,5530,26644,8,16,49,14,OpenDaylight,9791,9799
8,15047.52,24669.57,19428.75,1450487771,1450487875,200.19.151.143,2015-12-19 01:17:55 2015 UTC,8,100000,10,10000,0,0,32174,5551,26620,8,14,86,14,OpenDaylight,9800,9807
9,22469.08,28392.13,25128.98,1450487905,1450488009,200.19.151.143,2015-12-19 01:20:09 2015 UTC,8,100000,10,10000,0,0,32174,5558,26616,8,9,50,13,OpenDaylight,9812,9820
