run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,18349.92,26144.99,21784.05,1450481969,1450482073,200.19.151.143,2015-12-18 23:41:13 2015 UTC,4,100000,10,10000,0,0,32174,5481,26693,8,15,30,7,OpenDaylight,9144,9149
1,20669.16,31439.38,23645.14,1450482096,1450482199,200.19.151.143,2015-12-18 23:43:19 2015 UTC,4,100000,10,10000,0,0,32174,5488,26682,8,15,45,10,OpenDaylight,9153,9160
2,17043.68,39891.27,23021.45,1450482223,1450482327,200.19.151.143,2015-12-18 23:45:27 2015 UTC,4,100000,10,10000,0,0,32174,5516,26657,8,14,29,11,OpenDaylight,9162,9170
3,18383.26,42796.17,23448.55,1450482358,1450482463,200.19.151.143,2015-12-18 23:47:43 2015 UTC,4,100000,10,10000,0,0,32174,5523,26651,8,15,70,13,OpenDaylight,9172,9180
4,18083.75,31667.06,23982.51,1450482503,1450482607,200.19.151.143,2015-12-18 23:50:07 2015 UTC,4,100000,10,10000,0,0,32174,5530,26641,8,13,43,13,OpenDaylight,9183,9187
5,15271.91,29023.46,19919.95,1450482647,1450482751,200.19.151.143,2015-12-18 23:52:31 2015 UTC,4,100000,10,10000,0,0,32174,5549,26625,8,16,38,14,OpenDaylight,9190,9198
6,14186.41,25447.48,20122.26,1450482787,1450482890,200.19.151.143,2015-12-18 23:54:50 2015 UTC,4,100000,10,10000,0,0,32174,5556,26618,8,15,94,14,OpenDaylight,9204,9213
7,17210.78,28042.91,21134.45,1450482908,1450483011,200.19.151.143,2015-12-18 23:56:52 2015 UTC,4,100000,10,10000,0,0,32174,5529,26642,8,17,84,15,OpenDaylight,9218,9230
8,12999.38,28265.01,20115.74,1450483037,1450483141,200.19.151.143,2015-12-18 23:59:01 2015 UTC,4,100000,10,10000,0,0,32174,5537,26637,8,13,60,14,OpenDaylight,9232,9246
9,23503.58,27149.81,26109.02,1450483166,1450483270,200.19.151.143,2015-12-19 00:01:10 2015 UTC,4,100000,10,10000,0,0,32174,5552,26622,8,9,73,12,OpenDaylight,9248,9257
