run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,22187.96,32358.92,29705.36,1450481969,1450482072,200.19.151.143,2015-12-18 23:41:12 2015 UTC,4,100000,10,10000,0,0,32174,5481,26691,8,16,30,7,OpenDaylight,9144,9149
1,23774.56,31145.33,28923.31,1450482088,1450482191,200.19.151.143,2015-12-18 23:43:11 2015 UTC,4,100000,10,10000,0,0,32174,5490,26682,8,17,99,10,OpenDaylight,9153,9158
2,20836.08,32832.13,26661.07,1450482209,1450482312,200.19.151.143,2015-12-18 23:45:12 2015 UTC,4,100000,10,10000,0,0,32174,5514,26661,8,16,21,12,OpenDaylight,9162,9166
3,23553.52,40903.76,28371.92,1450482336,1450482439,200.19.151.143,2015-12-18 23:47:20 2015 UTC,4,100000,10,10000,0,0,32174,5523,26651,8,17,40,13,OpenDaylight,9171,9177
4,20841.35,41147.93,28665.49,1450482466,1450482569,200.19.151.143,2015-12-18 23:49:29 2015 UTC,4,100000,10,10000,0,0,32174,5530,26643,8,15,42,13,OpenDaylight,9180,9184
5,23331.95,41650.65,31406.27,1450482599,1450482703,200.19.151.143,2015-12-18 23:51:44 2015 UTC,4,100000,10,10000,0,0,32174,5545,26628,8,15,53,14,OpenDaylight,9187,9194
6,21911.32,36365.63,29597.43,1450482720,1450482822,200.19.151.143,2015-12-18 23:53:42 2015 UTC,4,100000,10,10000,0,0,32174,5551,26621,8,14,53,14,OpenDaylight,9196,9208
7,22538.89,30221.25,26097.00,1450482836,1450482939,200.19.151.143,2015-12-18 23:55:39 2015 UTC,4,100000,10,10000,0,0,32174,5525,26648,8,15,66,14,OpenDaylight,9210,9222
8,20079.40,32426.15,26195.71,1450482956,1450483059,200.19.151.143,2015-12-18 23:57:39 2015 UTC,4,100000,10,10000,0,0,32174,5533,26641,8,15,54,15,OpenDaylight,9226,9236
9,21822.67,31847.05,25943.01,1450483080,1450483183,200.19.151.143,2015-12-18 23:59:43 2015 UTC,4,100000,10,10000,0,0,32174,5536,26636,8,12,07,13,OpenDaylight,9240,9249
