run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,3489.00,3681.93,3622.88,1450397266,1450397369,200.19.151.143,2015-12-18 00:09:29 2015 UTC,8,100000,10,10000,0,0,32174,5395,26778,8,3,34,1,OpenDaylight,8713,8727
1,2949.51,3709.61,3563.68,1450397395,1450397499,200.19.151.143,2015-12-18 00:11:39 2015 UTC,8,100000,10,10000,0,0,32174,5402,26772,8,3,31,2,OpenDaylight,8734,8754
2,3433.33,3733.64,3519.55,1450397526,1450397629,200.19.151.143,2015-12-18 00:13:49 2015 UTC,8,100000,10,10000,0,0,32174,5455,26717,8,4,90,2,OpenDaylight,8758,8780
3,3692.22,3964.12,3875.87,1450397660,1450397765,200.19.151.143,2015-12-18 00:16:05 2015 UTC,8,100000,10,10000,0,0,32174,5459,26716,8,3,81,3,OpenDaylight,8786,8806
4,3686.34,3930.90,3854.15,1450397776,1450397878,200.19.151.143,2015-12-18 00:17:58 2015 UTC,8,100000,10,10000,0,0,32174,5459,26711,8,3,54,3,OpenDaylight,8808,8828
5,3552.24,4037.74,3875.81,1450397893,1450397996,200.19.151.143,2015-12-18 00:19:56 2015 UTC,8,100000,10,10000,0,0,32174,5445,26728,8,5,20,3,OpenDaylight,8831,8849
6,3394.87,3989.70,3879.37,1450398014,1450398117,200.19.151.143,2015-12-18 00:21:57 2015 UTC,8,100000,10,10000,0,0,32174,5448,26725,8,3,34,3,OpenDaylight,8854,8873
7,3842.12,4083.54,3956.42,1450398140,1450398243,200.19.151.143,2015-12-18 00:24:03 2015 UTC,8,100000,10,10000,0,0,32174,5445,26712,8,4,07,3,OpenDaylight,8876,8898
8,3061.09,4005.45,3624.73,1450398269,1450398372,200.19.151.143,2015-12-18 00:26:12 2015 UTC,8,100000,10,10000,0,0,32174,5446,26726,8,3,38,3,OpenDaylight,8902,8923
9,3932.38,4150.70,4004.53,1450398402,1450398506,200.19.151.143,2015-12-18 00:28:26 2015 UTC,8,100000,10,10000,0,0,32174,5449,26724,8,3,48,3,OpenDaylight,8931,8953
