run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,2084.87,2506.86,2171.51,1450397274,1450397378,200.19.151.143,2015-12-18 00:09:38 2015 UTC,8,100000,10,10000,0,0,32174,5395,26779,8,2,98,1,OpenDaylight,8714,8729
1,2174.74,3075.74,2391.92,1450397421,1450397525,200.19.151.143,2015-12-18 00:12:06 2015 UTC,8,100000,10,10000,0,0,32174,5401,26773,8,2,44,2,OpenDaylight,8740,8758
2,1549.57,2669.16,2124.24,1450397568,1450397672,200.19.151.143,2015-12-18 00:14:33 2015 UTC,8,100000,10,10000,0,0,32174,5452,26720,8,3,40,2,OpenDaylight,8766,8789
3,2144.50,2673.60,2308.33,1450397716,1450397822,200.19.151.143,2015-12-18 00:17:03 2015 UTC,8,100000,10,10000,0,0,32174,5457,26715,8,3,57,3,OpenDaylight,8798,8817
4,2011.41,2663.59,2202.62,1450397841,1450397943,200.19.151.143,2015-12-18 00:19:03 2015 UTC,8,100000,10,10000,0,0,32174,5478,26696,8,5,31,3,OpenDaylight,8821,8840
5,2311.39,2883.28,2428.00,1450397962,1450398065,200.19.151.143,2015-12-18 00:21:05 2015 UTC,8,100000,10,10000,0,0,32174,5449,26725,8,4,63,3,OpenDaylight,8843,8862
6,1786.00,2587.48,2236.94,1450398090,1450398193,200.19.151.143,2015-12-18 00:23:13 2015 UTC,8,100000,10,10000,0,0,32174,5450,26723,8,4,42,3,OpenDaylight,8866,8889
7,1004.90,3484.86,2328.15,1450398227,1450398331,200.19.151.143,2015-12-18 00:25:31 2015 UTC,8,100000,10,10000,0,0,32174,5447,26726,8,3,76,3,OpenDaylight,8896,8913
8,2252.66,3215.77,2497.38,1450398371,1450398478,200.19.151.143,2015-12-18 00:27:59 2015 UTC,8,100000,10,10000,0,0,32174,5448,26725,8,3,51,3,OpenDaylight,8923,8945
9,2152.67,3069.17,2471.53,1450398524,1450398628,200.19.151.143,2015-12-18 00:30:29 2015 UTC,8,100000,10,10000,0,0,32174,5457,26716,8,2,98,3,OpenDaylight,8966,8992
