run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,4649.41,8297.77,5253.13,1450485111,1450485214,200.19.151.143,2015-12-19 00:33:34 2015 UTC,8,100000,10,10000,0,0,32174,7821,24353,8,6,58,4,OpenDaylight,9504,9517
1,6526.11,24603.65,10260.63,1450485239,1450485343,200.19.151.143,2015-12-19 00:35:43 2015 UTC,8,100000,10,10000,0,0,32174,9332,22844,8,8,45,6,OpenDaylight,9523,9537
2,13265.54,26435.16,16505.17,1450485368,1450485472,200.19.151.143,2015-12-19 00:37:52 2015 UTC,8,100000,10,10000,0,0,32174,9799,22376,8,7,18,6,OpenDaylight,9540,9554
3,13381.30,26971.97,19202.91,1450485504,1450485607,200.19.151.143,2015-12-19 00:40:08 2015 UTC,8,100000,10,10000,0,0,32174,9804,22370,8,7,54,6,OpenDaylight,9559,9578
4,13551.76,27477.99,18670.40,1450485625,1450485728,200.19.151.143,2015-12-19 00:42:08 2015 UTC,8,100000,10,10000,0,0,32174,9884,22282,8,7,64,7,OpenDaylight,9580,9589
5,13229.38,27977.86,16582.71,1450485741,1450485844,200.19.151.143,2015-12-19 00:44:05 2015 UTC,8,100000,10,10000,0,0,32174,9820,22351,8,8,34,7,OpenDaylight,9589,9600
6,13224.62,27155.87,17246.91,1450485861,1450485964,200.19.151.143,2015-12-19 00:46:04 2015 UTC,8,100000,10,10000,0,0,32174,9826,22347,8,7,62,7,OpenDaylight,9601,9610
7,13306.23,27091.58,18786.25,1450485985,1450486088,200.19.151.143,2015-12-19 00:48:08 2015 UTC,8,100000,10,10000,0,0,32174,9830,22341,8,6,67,7,OpenDaylight,9610,9622
8,13178.42,28359.21,19606.18,1450486113,1450486216,200.19.151.143,2015-12-19 00:50:16 2015 UTC,8,100000,10,10000,0,0,32174,9834,22337,8,7,17,7,OpenDaylight,9624,9631
9,13367.29,28065.08,19143.23,1450486244,1450486348,200.19.151.143,2015-12-19 00:52:28 2015 UTC,8,100000,10,10000,0,0,32174,9834,22340,8,8,04,7,OpenDaylight,9634,9643
