run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,4106.63,17005.05,10221.64,1450478626,1450478731,200.19.151.143,2015-12-18 22:45:31 2015 UTC,2,100000,10,10000,0,0,32174,6242,25932,8,4,68,2,OpenDaylight,8717,8726
1,12935.84,16992.90,13624.83,1450478786,1450478891,200.19.151.143,2015-12-18 22:48:12 2015 UTC,2,100000,10,10000,0,0,32174,6570,25577,8,5,83,3,OpenDaylight,8737,8748
2,12262.26,17742.12,13501.05,1450478910,1450479014,200.19.151.143,2015-12-18 22:50:14 2015 UTC,2,100000,10,10000,0,0,32174,6313,25860,8,5,36,4,OpenDaylight,8750,8763
3,13258.38,18787.63,14381.02,1450479032,1450479136,200.19.151.143,2015-12-18 22:52:16 2015 UTC,2,100000,10,10000,0,0,32174,6309,25864,8,5,17,4,OpenDaylight,8767,8779
4,12813.24,18264.31,14444.22,1450479162,1450479266,200.19.151.143,2015-12-18 22:54:26 2015 UTC,2,100000,10,10000,0,0,32174,6311,25863,8,4,56,4,OpenDaylight,8783,8797
5,8041.64,18303.96,13576.80,1450479300,1450479404,200.19.151.143,2015-12-18 22:56:44 2015 UTC,2,100000,10,10000,0,0,32174,6340,25840,8,5,57,4,OpenDaylight,8803,8820
6,12174.83,18040.11,14533.91,1450479441,1450479546,200.19.151.143,2015-12-18 22:59:06 2015 UTC,2,100000,10,10000,0,0,32174,6335,25840,8,5,42,5,OpenDaylight,8826,8840
7,12423.47,17614.45,13328.77,1450479592,1450479698,200.19.151.143,2015-12-18 23:01:38 2015 UTC,2,100000,10,10000,0,0,32174,6340,25832,8,5,83,5,OpenDaylight,8847,8861
8,12770.90,20268.80,13880.70,1450479740,1450479843,200.19.151.143,2015-12-18 23:04:03 2015 UTC,2,100000,10,10000,0,0,32174,6339,25834,8,5,24,5,OpenDaylight,8872,8885
9,17820.09,21570.45,18707.98,1450479859,1450479963,200.19.151.143,2015-12-18 23:06:03 2015 UTC,2,100000,10,10000,0,0,32174,6339,25835,8,3,37,4,OpenDaylight,8890,8914
