run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,4623.58,13634.37,6701.72,1450483536,1450483640,200.19.151.143,2015-12-19 00:07:20 2015 UTC,4,100000,10,10000,0,0,32174,7470,24703,8,6,49,6,OpenDaylight,9313,9322
1,13839.94,21807.19,15161.70,1450483674,1450483778,200.19.151.143,2015-12-19 00:09:38 2015 UTC,4,100000,10,10000,0,0,32174,7510,24663,8,6,70,6,OpenDaylight,9328,9338
2,13163.64,21356.89,14840.03,1450483790,1450483892,200.19.151.143,2015-12-19 00:11:32 2015 UTC,4,100000,10,10000,0,0,32174,7555,24621,8,7,47,6,OpenDaylight,9341,9355
3,13329.65,17239.04,14952.33,1450483906,1450484009,200.19.151.143,2015-12-19 00:13:29 2015 UTC,4,100000,10,10000,0,0,32174,7544,24629,8,6,54,6,OpenDaylight,9356,9363
4,13249.05,19055.02,15814.99,1450484027,1450484130,200.19.151.143,2015-12-19 00:15:30 2015 UTC,4,100000,10,10000,0,0,32174,7550,24622,8,7,50,6,OpenDaylight,9366,9372
5,13060.01,21737.44,16367.27,1450484151,1450484255,200.19.151.143,2015-12-19 00:17:35 2015 UTC,4,100000,10,10000,0,0,32174,7556,24617,8,7,56,6,OpenDaylight,9375,9384
6,13141.21,23335.34,17803.63,1450484279,1450484383,200.19.151.143,2015-12-19 00:19:43 2015 UTC,4,100000,10,10000,0,0,32174,7557,24615,8,7,11,7,OpenDaylight,9386,9398
7,13212.19,23623.14,17569.45,1450484411,1450484515,200.19.151.143,2015-12-19 00:21:55 2015 UTC,4,100000,10,10000,0,0,32174,7556,24617,8,6,84,6,OpenDaylight,9401,9408
8,13315.03,22848.92,16191.40,1450484539,1450484641,200.19.151.143,2015-12-19 00:24:02 2015 UTC,4,100000,10,10000,0,0,32174,7557,24616,8,7,03,6,OpenDaylight,9412,9428
9,13196.21,17882.98,13902.96,1450484654,1450484756,200.19.151.143,2015-12-19 00:25:56 2015 UTC,4,100000,10,10000,0,0,32174,7563,24610,8,6,90,6,OpenDaylight,9430,9443
