run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,4660.66,20962.47,7738.59,1450483541,1450483646,200.19.151.143,2015-12-19 00:07:27 2015 UTC,4,100000,10,10000,0,0,32174,7470,24705,8,5,79,6,OpenDaylight,9317,9324
1,14102.18,23030.18,16211.65,1450483698,1450483803,200.19.151.143,2015-12-19 00:10:04 2015 UTC,4,100000,10,10000,0,0,32174,7509,24661,8,6,49,6,OpenDaylight,9330,9343
2,13365.72,23095.83,15966.85,1450483841,1450483944,200.19.151.143,2015-12-19 00:12:24 2015 UTC,4,100000,10,10000,0,0,32174,7544,24630,8,6,81,6,OpenDaylight,9345,9359
3,13469.17,25511.71,16609.69,1450483962,1450484066,200.19.151.143,2015-12-19 00:14:26 2015 UTC,4,100000,10,10000,0,0,32174,7546,24627,8,6,20,6,OpenDaylight,9360,9368
4,13209.28,24674.31,17023.10,1450484091,1450484194,200.19.151.143,2015-12-19 00:16:35 2015 UTC,4,100000,10,10000,0,0,32174,7551,24621,8,7,18,6,OpenDaylight,9370,9379
5,13334.98,25515.35,17408.75,1450484225,1450484329,200.19.151.143,2015-12-19 00:18:50 2015 UTC,4,100000,10,10000,0,0,32174,7551,24623,8,7,47,7,OpenDaylight,9382,9392
6,13531.25,26222.99,17890.86,1450484368,1450484473,200.19.151.143,2015-12-19 00:21:14 2015 UTC,4,100000,10,10000,0,0,32174,7556,24617,8,6,88,6,OpenDaylight,9396,9404
7,13439.55,25290.16,15570.06,1450484517,1450484622,200.19.151.143,2015-12-19 00:23:42 2015 UTC,4,100000,10,10000,0,0,32174,7560,24614,8,6,65,6,OpenDaylight,9408,9424
8,13417.18,29805.36,16943.98,1450484672,1450484777,200.19.151.143,2015-12-19 00:26:17 2015 UTC,4,100000,10,10000,0,0,32174,7539,24635,8,6,03,6,OpenDaylight,9436,9447
9,27038.30,37323.44,29537.96,1450484793,1450484897,200.19.151.143,2015-12-19 00:28:17 2015 UTC,4,100000,10,10000,0,0,32174,7524,24650,8,5,20,6,OpenDaylight,9451,9461
